# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403715319.91227 -0.588985 -3.799334 0.161433 0.437922 -0.696765 0.291547 0.487589 0.0002548911 0.0000055125 -0.0000964959 0.0000004911 -0.0000020533 0.0000369466 0.0066957762 -0.0006483351 -0.0000014550 0.0026664017 -0.0000010043 0.0025178480
1403715319.96226 -0.582637 -3.828133 0.176619 0.436178 -0.697860 0.290278 0.488343 0.0002548955 0.0000055389 -0.0000965024 0.0000004929 -0.0000020621 0.0000369508 0.0067589683 -0.0006463248 -0.0000014277 0.0026647432 -0.0000011950 0.0025178574
1403715320.01226 -0.575704 -3.857538 0.191337 0.433450 -0.699268 0.288680 0.489703 0.0002550734 0.0000055215 -0.0000963158 0.0000004923 -0.0000020487 0.0000367843 0.0068247700 -0.0006438533 -0.0000013947 0.0026629840 -0.0000013968 0.0025178648
1403715320.06226 -0.568448 -3.887492 0.205317 0.430031 -0.701226 0.286319 0.491301 0.0002551607 0.0000055867 -0.0000962267 0.0000004949 -0.0000020694 0.0000367050 0.0068923687 -0.0006406689 -0.0000013600 0.0026611031 -0.0000016021 0.0025178718
1403715320.11226 -0.561029 -3.917657 0.218580 0.425880 -0.702708 0.282860 0.494792 0.0002557245 0.0000063938 -0.0000955473 0.0000005318 -0.0000023504 0.0000361154 0.0069611762 -0.0006371174 -0.0000013250 0.0026592107 -0.0000018030 0.0025178776
1403715320.16226 -0.552975 -3.947361 0.231017 0.420459 -0.705304 0.278441 0.498229 0.0002560579 0.0000070140 -0.0000951312 0.0000005610 -0.0000025649 0.0000357572 0.0070303869 -0.0006330747 -0.0000012908 0.0026571893 -0.0000020170 0.0025178718
1403715320.21225 -0.544623 -3.977313 0.243444 0.412801 -0.707993 0.274289 0.503097 0.0002571007 0.0000072654 -0.0000939077 0.0000005732 -0.0000026117 0.0000347145 0.0070989709 -0.0006281619 -0.0000012586 0.0026551709 -0.0000022026 0.0025178809
1403715320.26225 -0.535607 -4.007104 0.255805 0.403153 -0.710153 0.270230 0.510026 0.0002589919 0.0000074172 -0.0000916269 0.0000005787 -0.0000025811 0.0000328294 0.0071684727 -0.0006226809 -0.0000012289 0.0026530495 -0.0000023907 0.0025178913
1403715320.31225 -0.525641 -4.036569 0.268084 0.390553 -0.712977 0.267905 0.517068 0.0002613638 0.0000058942 -0.0000887526 0.0000004975 -0.0000019571 0.0000305509 0.0072375904 -0.0006161311 -0.0000012042 0.0026507387 -0.0000025770 0.0025179100
1403715320.36225 -0.514851 -4.065785 0.279523 0.375891 -0.717650 0.265658 0.522599 0.0002631510 0.0000030973 -0.0000865428 0.0000003994 -0.0000009726 0.0000288750 0.0073058801 -0.0006082147 -0.0000011793 0.0026481706 -0.0000027719 0.0025179286
1403715320.41225 -0.503526 -4.094411 0.290661 0.360830 -0.723947 0.262122 0.526303 0.0002639375 -0.0000000437 -0.0000855390 0.0000003586 0.0000000620 0.0000281351 0.0073735248 -0.0005993548 -0.0000011791 0.0026453102 -0.0000029803 0.0025179181
1403715320.46226 -0.491322 -4.121572 0.301588 0.345515 -0.730615 0.257153 0.529804 0.0002643091 -0.0000027853 -0.0000849970 0.0000003858 0.0000009450 0.0000277499 0.0074394904 -0.0005894488 -0.0000011475 0.0026424760 -0.0000031819 0.0025179482
1403715320.51227 -0.478109 -4.147067 0.311582 0.330362 -0.738124 0.251288 0.531872 0.0002639490 -0.0000055327 -0.0000853808 0.0000004709 0.0000018397 0.0000280403 0.0075005759 -0.0005778111 -0.0000011155 0.0026394015 -0.0000033766 0.0025179861
1403715320.56227 -0.464751 -4.171244 0.321070 0.314878 -0.745333 0.245617 0.533857 0.0002635492 -0.0000083915 -0.0000857165 0.0000006197 0.0000027788 0.0000283038 0.0075599905 -0.0005650327 -0.0000010819 0.0026360697 -0.0000035589 0.0025180117
1403715320.61227 -0.451186 -4.194824 0.330922 0.299212 -0.752343 0.240571 0.535329 0.0002629994 -0.0000116279 -0.0000861072 0.0000008660 0.0000038575 0.0000286228 0.0076160114 -0.0005517037 -0.0000010465 0.0026329355 -0.0000037426 0.0025180534
1403715320.66227 -0.437645 -4.217373 0.340513 0.282964 -0.758890 0.236252 0.536845 0.0002624817 -0.0000152478 -0.0000862614 0.0000012367 0.0000050624 0.0000287843 0.0076700496 -0.0005380774 -0.0000010102 0.0026298405 -0.0000039223 0.0025180934
1403715320.71227 -0.423829 -4.238537 0.349734 0.267462 -0.764800 0.232825 0.537901 0.0002618290 -0.0000189994 -0.0000864123 0.0000017288 0.0000063227 0.0000289583 0.0077214632 -0.0005242411 -0.0000009783 0.0026267730 -0.0000040931 0.0025181307
1403715320.76227 -0.410176 -4.258823 0.358539 0.252304 -0.769835 0.231786 0.538490 0.0002611555 -0.0000235712 -0.0000862024 0.0000024772 0.0000078341 0.0000288958 0.0077702394 -0.0005096644 -0.0000009509 0.0026236312 -0.0000042558 0.0025181652
1403715320.81227 -0.395775 -4.276047 0.367046 0.238909 -0.773801 0.231514 0.539032 0.0002604437 -0.0000278389 -0.0000858897 0.0000033231 0.0000092364 0.0000287675 0.0078161452 -0.0004950227 -0.0000009383 0.0026204695 -0.0000044095 0.0025181887
1403715320.86227 -0.382708 -4.292222 0.374462 0.227910 -0.778299 0.230940 0.537563 0.0002589583 -0.0000315002 -0.0000866031 0.0000041796 0.0000105918 0.0000294082 0.0078533683 -0.0004792500 -0.0000009119 0.0026173403 -0.0000045418 0.0025182231
1403715320.91226 -0.370283 -4.306363 0.381346 0.219634 -0.782827 0.229240 0.535156 0.0002570684 -0.0000339593 -0.0000881185 0.0000048338 0.0000116992 0.0000306545 0.0078876326 -0.0004655776 -0.0000008888 0.0026146548 -0.0000046521 0.0025182525
1403715320.96226 -0.358800 -4.318196 0.388009 0.214055 -0.786360 0.225960 0.533630 0.0002556665 -0.0000347251 -0.0000895775 0.0000050631 0.0000122256 0.0000318370 0.0079169050 -0.0004530204 -0.0000008679 0.0026122611 -0.0000047439 0.0025182788
1403715321.01226 -0.348427 -4.327594 0.394338 0.210896 -0.789291 0.221157 0.532572 0.0002545931 -0.0000339951 -0.0000911622 0.0000048831 0.0000122316 0.0000330954 0.0079404917 -0.0004412457 -0.0000008487 0.0026099936 -0.0000048178 0.0025182895
1403715321.06225 -0.339690 -4.333952 0.400795 0.209159 -0.791230 0.216137 0.532440 0.0002540547 -0.0000325318 -0.0000923417 0.0000045065 0.0000118830 0.0000340130 0.0079584057 -0.0004307952 -0.0000008274 0.0026079821 -0.0000048836 0.0025182790
1403715321.11225 -0.331813 -4.339733 0.406577 0.208270 -0.792552 0.211438 0.532708 0.0002537881 -0.0000309152 -0.0000932175 0.0000041052 0.0000114137 0.0000346920 0.0079697883 -0.0004220350 -0.0000008096 0.0026065216 -0.0000049400 0.0025183079
1403715321.16224 -0.325685 -4.340276 0.411274 0.207831 -0.793444 0.207269 0.533191 0.0002536173 -0.0000293326 -0.0000939371 0.0000037294 0.0000109220 0.0000352467 0.0079801716 -0.0004144089 -0.0000008008 0.0026051372 -0.0000049651 0.0025183188
1403715321.21224 -0.320049 -4.344699 0.416394 0.208296 -0.794525 0.203265 0.532941 0.0002533250 -0.0000275705 -0.0000948129 0.0000033364 0.0000103767 0.0000359419 0.0079768654 -0.0004080924 -0.0000007900 0.0026040946 -0.0000049824 0.0025183463
1403715321.26224 -0.315559 -4.346405 0.420998 0.208558 -0.795301 0.200597 0.532692 0.0002530084 -0.0000264313 -0.0000955045 0.0000030960 0.0000100357 0.0000365083 0.0079845283 -0.0004023029 -0.0000007770 0.0026031295 -0.0000050024 0.0025183666
1403715321.31224 -0.312604 -4.346000 0.425208 0.208414 -0.796006 0.199810 0.531990 0.0002525971 -0.0000262456 -0.0000960251 0.0000030611 0.0000100371 0.0000369628 0.0079853740 -0.0003981048 -0.0000007681 0.0026024086 -0.0000050215 0.0025183891
1403715321.36224 -0.311005 -4.344001 0.429351 0.208242 -0.796505 0.199687 0.531358 0.0002522793 -0.0000263394 -0.0000963613 0.0000030835 0.0000101220 0.0000372659 0.0079805814 -0.0003956825 -0.0000007632 0.0026019118 -0.0000050381 0.0025184134
1403715321.41225 -0.310819 -4.339010 0.433199 0.207739 -0.796216 0.200526 0.531671 0.0002524235 -0.0000268213 -0.0000960694 0.0000031775 0.0000102730 0.0000370145 0.0079714945 -0.0003948675 -0.0000007823 0.0026013844 -0.0000050236 0.0025183805
1403715321.46224 -0.311981 -4.333150 0.437172 0.207771 -0.795422 0.201337 0.532540 0.0002529525 -0.0000269515 -0.0000954532 0.0000032003 0.0000102367 0.0000364728 0.0079551237 -0.0003956041 -0.0000007816 0.0026013379 -0.0000050422 0.0025184173
1403715321.51224 -0.314449 -4.325768 0.441087 0.209278 -0.794977 0.201319 0.532621 0.0002531022 -0.0000264433 -0.0000954370 0.0000030921 0.0000100381 0.0000364406 0.0079369769 -0.0003980062 -0.0000007858 0.0026014922 -0.0000050557 0.0025184527
1403715321.56224 -0.318218 -4.316871 0.444924 0.211185 -0.794912 0.201643 0.531842 0.0002528860 -0.0000260998 -0.0000957815 0.0000030237 0.0000099539 0.0000367333 0.0079154056 -0.0004018626 -0.0000007935 0.0026018526 -0.0000050668 0.0025184881
1403715321.61224 -0.323289 -4.306269 0.448851 0.214721 -0.794200 0.200497 0.531923 0.0002530491 -0.0000245041 -0.0000960285 0.0000027023 0.0000093681 0.0000368971 0.0078896321 -0.0004072761 -0.0000008080 0.0026024841 -0.0000050812 0.0025185219
1403715321.66224 -0.329657 -4.293666 0.453176 0.216902 -0.792936 0.199236 0.533396 0.0002537591 -0.0000230460 -0.0000955996 0.0000024206 0.0000087520 0.0000364672 0.0078598876 -0.0004142551 -0.0000008385 0.0026033476 -0.0000051036 0.0025185358
1403715321.71224 -0.337475 -4.281370 0.458256 0.216429 -0.790448 0.199372 0.537216 0.0002555594 -0.0000226536 -0.0000936364 0.0000023359 0.0000083704 0.0000347591 0.0078254882 -0.0004226125 -0.0000008560 0.0026045635 -0.0000051257 0.0025185831
1403715321.76223 -0.346013 -4.267480 0.463388 0.214923 -0.788816 0.199030 0.540338 0.0002568752 -0.0000224646 -0.0000921274 0.0000022916 0.0000081267 0.0000334906 0.0077917408 -0.0004320554 -0.0000008785 0.0026059069 -0.0000051530 0.0025186248
1403715321.81223 -0.355441 -4.251614 0.468142 0.210103 -0.787343 0.201243 0.543553 0.0002582398 -0.0000243340 -0.0000899882 0.0000026221 0.0000085512 0.0000318076 0.0077535445 -0.0004416092 -0.0000009009 0.0026073605 -0.0000051960 0.0025186827
1403715321.86223 -0.365423 -4.233894 0.473366 0.204061 -0.784888 0.204812 0.548053 0.0002601204 -0.0000269980 -0.0000868217 0.0000031328 0.0000090842 0.0000294268 0.0077106245 -0.0004521051 -0.0000009244 0.0026089756 -0.0000052429 0.0025187458
1403715321.91224 -0.375879 -4.213385 0.478267 0.199011 -0.782923 0.206283 0.552153 0.0002616601 -0.0000285370 -0.0000842680 0.0000034435 0.0000092639 0.0000275852 0.0076619890 -0.0004629295 -0.0000009518 0.0026107428 -0.0000052901 0.0025188101
1403715321.96224 -0.386619 -4.191039 0.482991 0.194591 -0.783161 0.205146 0.553813 0.0002620021 -0.0000293006 -0.0000835426 0.0000036083 0.0000094173 0.0000270870 0.0076048868 -0.0004733423 -0.0000009808 0.0026125878 -0.0000053368 0.0025188772
1403715322.01224 -0.397307 -4.165669 0.487094 0.191111 -0.785676 0.201309 0.552870 0.0002611263 -0.0000290099 -0.0000848476 0.0000035500 0.0000095011 0.0000280190 0.0075442540 -0.0004833929 -0.0000010051 0.0026143945 -0.0000053734 0.0025189216
1403715322.06225 -0.408826 -4.137896 0.491222 0.187392 -0.789646 0.198125 0.549627 0.0002592521 -0.0000294210 -0.0000871989 0.0000036660 0.0000099715 0.0000297847 0.0074777785 -0.0004931306 -0.0000010300 0.0026163659 -0.0000053920 0.0025189968
1403715322.11225 -0.420965 -4.108181 0.495867 0.185902 -0.793196 0.192208 0.547117 0.0002576905 -0.0000278642 -0.0000896932 0.0000033397 0.0000097741 0.0000316809 0.0074058957 -0.0005037297 -0.0000010541 0.0026187068 -0.0000054031 0.0025190774
1403715322.16225 -0.433655 -4.076281 0.500453 0.188203 -0.795579 0.182592 0.546163 0.0002568017 -0.0000232517 -0.0000920837 0.0000024300 0.0000084107 0.0000334865 0.0073309629 -0.0005146351 -0.0000010796 0.0026213420 -0.0000053992 0.0025191540
1403715322.21224 -0.447342 -4.043493 0.505335 0.191141 -0.796839 0.172153 0.546696 0.0002564344 -0.0000179142 -0.0000937095 0.0000015741 0.0000066168 0.0000347160 0.0072523886 -0.0005262180 -0.0000011117 0.0026243485 -0.0000053814 0.0025192278
1403715322.26224 -0.461654 -4.009634 0.509777 0.192139 -0.798278 0.161928 0.547371 0.0002559291 -0.0000132243 -0.0000950746 0.0000010037 0.0000049797 0.0000357940 0.0071728956 -0.0005381996 -0.0000011530 0.0026275949 -0.0000053453 0.0025192902
1403715322.31224 -0.476317 -3.975298 0.514304 0.191804 -0.800571 0.152274 0.546909 0.0002548202 -0.0000093147 -0.0000968013 0.0000006598 0.0000036026 0.0000372544 0.0070932675 -0.0005501122 -0.0000011882 0.0026310878 -0.0000053155 0.0025193901
1403715322.36224 -0.491495 -3.940396 0.517392 0.189726 -0.803035 0.142915 0.546548 0.0002536870 -0.0000060931 -0.0000983139 0.0000004649 0.0000024218 0.0000385881 0.0070138099 -0.0005624369 -0.0000012233 0.0026348559 -0.0000052706 0.0025194967
1403715322.41224 -0.507526 -3.906102 0.517866 0.186029 -0.805653 0.133210 0.546417 0.0002526105 -0.0000031661 -0.0000996202 0.0000003578 0.0000013054 0.0000397806 0.0069343057 -0.0005749937 -0.0000012593 0.0026389323 -0.0000052171 0.0025196157
1403715322.46224 -0.523573 -3.871860 0.515166 0.181118 -0.808616 0.124619 0.545717 0.0002513524 -0.0000011090 -0.0001009971 0.0000003230 0.0000004995 0.0000410837 0.0068577789 -0.0005878024 -0.0000012952 0.0026432665 -0.0000051477 0.0025197400
1403715322.51224 -0.539897 -3.838274 0.509471 0.175957 -0.811267 0.117353 0.545081 0.0002502778 0.0000003205 -0.0001021164 0.0000003193 -0.0000000799 0.0000421725 0.0067829620 -0.0006003410 -0.0000013239 0.0026477503 -0.0000050748 0.0025198790
1403715322.56224 -0.556679 -3.805679 0.500620 0.171008 -0.814020 0.112186 0.543638 0.0002490600 0.0000008137 -0.0001033472 0.0000003233 -0.0000002888 0.0000433980 0.0067108939 -0.0006131781 -0.0000013522 0.0026525145 -0.0000049756 0.0025200220
1403715322.61224 -0.574083 -3.774538 0.490685 0.167450 -0.816009 0.107080 0.542792 0.0002481685 0.0000018163 -0.0001042210 0.0000003338 -0.0000007156 0.0000442873 0.0066418406 -0.0006265626 -0.0000013887 0.0026576209 -0.0000048273 0.0025201233
1403715322.66224 -0.592329 -3.744631 0.479319 0.164301 -0.817843 0.103459 0.541696 0.0002472734 0.0000022953 -0.0001050886 0.0000003435 -0.0000009297 0.0000451848 0.0065774359 -0.0006411902 -0.0000014262 0.0026633523 -0.0000046815 0.0025202294
1403715322.71224 -0.611461 -3.716567 0.468066 0.161726 -0.818725 0.100786 0.541643 0.0002469948 0.0000026272 -0.0001053552 0.0000003499 -0.0000010773 0.0000454611 0.0065159816 -0.0006567513 -0.0000014914 0.0026696129 -0.0000045145 0.0025202660
1403715322.76224 -0.632273 -3.689909 0.456655 0.159592 -0.818674 0.099051 0.542672 0.0002473583 0.0000029110 -0.0001050081 0.0000003580 -0.0000011930 0.0000451024 0.0064591533 -0.0006736096 -0.0000015244 0.0026765976 -0.0000043725 0.0025203859
1403715322.81224 -0.654454 -3.664746 0.445977 0.158398 -0.818964 0.097210 0.542916 0.0002473149 0.0000033653 -0.0001050476 0.0000003712 -0.0000013874 0.0000451465 0.0064050741 -0.0006921131 -0.0000015539 0.0026844945 -0.0000042324 0.0025205039
1403715322.86224 -0.677621 -3.641178 0.437441 0.158161 -0.819280 0.095384 0.542834 0.0002470999 0.0000040689 -0.0001052407 0.0000003925 -0.0000016912 0.0000453524 0.0063554109 -0.0007120779 -0.0000015789 0.0026932172 -0.0000040852 0.0025205838
1403715322.91224 -0.701214 -3.619228 0.432217 0.158616 -0.818501 0.093325 0.544231 0.0002475809 0.0000052319 -0.0001047374 0.0000004374 -0.0000021728 0.0000448401 0.0063090548 -0.0007326350 -0.0000016042 0.0027025603 -0.0000039777 0.0025207016
1403715322.96224 -0.725447 -3.598887 0.429811 0.158758 -0.817787 0.091867 0.545509 0.0002480714 0.0000060635 -0.0001042279 0.0000004751 -0.0000025077 0.0000443245 0.0062667709 -0.0007536155 -0.0000016339 0.0027123671 -0.0000038934 0.0025207947
1403715323.01224 -0.750221 -3.580148 0.430568 0.159378 -0.817236 0.090804 0.546333 0.0002483584 0.0000068216 -0.0001039126 0.0000005152 -0.0000028148 0.0000440115 0.0062286542 -0.0007752275 -0.0000016642 0.0027227793 -0.0000038485 0.0025209128
1403715323.06224 -0.775804 -3.563092 0.434428 0.159965 -0.816998 0.090460 0.546574 0.0002484508 0.0000071671 -0.0001038090 0.0000005301 -0.0000029574 0.0000438989 0.0061937436 -0.0007976760 -0.0000017863 0.0027337053 -0.0000038887 0.0025208960
1403715323.11224 -0.802253 -3.547697 0.439306 0.160661 -0.816686 0.089759 0.546951 0.0002485270 0.0000077589 -0.0001037045 0.0000005678 -0.0000032003 0.0000438007 0.0061624683 -0.0008213293 -0.0000018261 0.0027456945 -0.0000038977 0.0025210199
1403715323.16224 -0.829407 -3.534247 0.442794 0.161801 -0.816529 0.088986 0.546976 0.0002484474 0.0000084428 -0.0001037427 0.0000006147 -0.0000034882 0.0000438488 0.0061349012 -0.0008458411 -0.0000018708 0.0027584583 -0.0000039291 0.0025211377
1403715323.21224 -0.857043 -3.522421 0.443742 0.163546 -0.815834 0.087724 0.547697 0.0002486209 0.0000096106 -0.0001034835 0.0000007015 -0.0000039637 0.0000436040 0.0061108880 -0.0008709950 -0.0000019155 0.0027719417 -0.0000039584 0.0025212541
1403715323.26224 -0.884997 -3.512053 0.441503 0.164649 -0.814873 0.086901 0.548927 0.0002490980 0.0000104622 -0.0001029406 0.0000007716 -0.0000042876 0.0000430727 0.0060897535 -0.0008966383 -0.0000019608 0.0027860976 -0.0000039757 0.0025213708
1403715323.31224 -0.913619 -3.503554 0.436161 0.165576 -0.814499 0.086494 0.549267 0.0002492015 0.0000109650 -0.0001027987 0.0000008162 -0.0000044891 0.0000429369 0.0060721328 -0.0009229067 -0.0000020081 0.0028008940 -0.0000039970 0.0025214562
1403715323.36224 -0.942734 -3.496487 0.429993 0.165308 -0.814164 0.087407 0.549700 0.0002495334 0.0000105504 -0.0001025231 0.0000007825 -0.0000043003 0.0000426551 0.0060584741 -0.0009502742 -0.0000020513 0.0028166152 -0.0000039861 0.0025215519
1403715323.41224 -0.972408 -3.491572 0.425433 0.165412 -0.813939 0.087401 0.550003 0.0002496782 0.0000106245 -0.0001023841 0.0000007913 -0.0000043225 0.0000425183 0.0060485969 -0.0009787210 -0.0000020930 0.0028332437 -0.0000039761 0.0025216455
1403715323.46224 -1.002636 -3.488647 0.422635 0.165336 -0.814401 0.087542 0.549319 0.0002493715 0.0000104556 -0.0001027242 0.0000007801 -0.0000042729 0.0000428521 0.0060429284 -0.0010082304 -0.0000021337 0.0028507388 -0.0000039740 0.0025217223
1403715323.51224 -1.033761 -3.487697 0.422496 0.165262 -0.814464 0.087570 0.549243 0.0002493471 0.0000104364 -0.0001027641 0.0000007810 -0.0000042673 0.0000428904 0.0060415477 -0.0010389865 -0.0000021791 0.0028691920 -0.0000039934 0.0025217838
1403715323.56223 -1.064873 -3.488612 0.425260 0.164992 -0.814842 0.087489 0.548776 0.0002491290 0.0000103067 -0.0001030090 0.0000007733 -0.0000042280 0.0000431317 0.0060430379 -0.0010705768 -0.0000022233 0.0028885053 -0.0000040293 0.0025218660
1403715323.61222 -1.096307 -3.492068 0.432672 0.163676 -0.811239 0.089311 0.554188 0.0002519430 0.0000097711 -0.0001001845 0.0000007270 -0.0000038531 0.0000403675 0.0060483268 -0.0011029004 -0.0000022980 0.0029084361 -0.0000041126 0.0025218709
1403715323.66221 -1.129067 -3.497027 0.441340 0.161463 -0.805501 0.092238 0.562664 0.0002562233 0.0000089725 -0.0000955595 0.0000006627 -0.0000033153 0.0000361538 0.0060582832 -0.0011365054 -0.0000023841 0.0029292367 -0.0000041945 0.0025218956
1403715323.71220 -1.160849 -3.502898 0.450661 0.159502 -0.799145 0.094062 0.571908 0.0002605379 0.0000087352 -0.0000903994 0.0000006445 -0.0000029994 0.0000318742 0.0060703456 -0.0011708846 -0.0000024473 0.0029509272 -0.0000042935 0.0025219878
1403715323.76220 -1.191606 -3.509694 0.459520 0.157750 -0.791997 0.095984 0.581931 0.0002649712 0.0000086547 -0.0000845256 0.0000006371 -0.0000027292 0.0000274647 0.0060840575 -0.0012040029 -0.0000025174 0.0029720955 -0.0000043987 0.0025220739
1403715323.81220 -1.220602 -3.516780 0.468409 0.156076 -0.785820 0.098169 0.590330 0.0002685456 0.0000082816 -0.0000793301 0.0000006121 -0.0000024147 0.0000239297 0.0060995207 -0.0012357223 -0.0000025891 0.0029925313 -0.0000045019 0.0025221470
1403715323.86220 -1.247660 -3.524759 0.476728 0.154464 -0.780376 0.099961 0.597631 0.0002714743 0.0000079336 -0.0000746841 0.0000005912 -0.0000021511 0.0000210369 0.0061152056 -0.0012656989 -0.0000026615 0.0030121114 -0.0000045985 0.0025222262
1403715323.91220 -1.272765 -3.533484 0.485387 0.153377 -0.774714 0.101431 0.604984 0.0002742272 0.0000079226 -0.0000698896 0.0000005907 -0.0000019881 0.0000182987 0.0061327200 -0.0012939639 -0.0000027356 0.0030305025 -0.0000046973 0.0025222923
1403715323.96220 -1.296626 -3.544280 0.494259 0.152006 -0.767626 0.104224 0.613825 0.0002774181 0.0000074558 -0.0000637742 0.0000005623 -0.0000016836 0.0000151399 0.0061520548 -0.0013200167 -0.0000028539 0.0030470467 -0.0000048029 0.0025223026
1403715324.01220 -1.315677 -3.553793 0.502926 0.150461 -0.762250 0.107230 0.620353 0.0002796337 0.0000065388 -0.0000591353 0.0000005174 -0.0000013521 0.0000129818 0.0061748005 -0.0013453332 -0.0000029319 0.0030629309 -0.0000048931 0.0025223459
1403715324.06221 -1.330371 -3.562888 0.510392 0.149541 -0.760164 0.109652 0.622708 0.0002805024 0.0000054863 -0.0000572695 0.0000004747 -0.0000010889 0.0000121682 0.0061941752 -0.0013647549 -0.0000030021 0.0030749915 -0.0000049763 0.0025223845
1403715324.11221 -1.342317 -3.572085 0.516707 0.148760 -0.762107 0.111995 0.620097 0.0002799242 0.0000038399 -0.0000587518 0.0000004228 -0.0000007736 0.0000128081 0.0062117949 -0.0013792805 -0.0000030526 0.0030836223 -0.0000050536 0.0025224050
1403715324.16221 -1.350792 -3.580349 0.522458 0.148276 -0.765948 0.113962 0.615102 0.0002785510 0.0000021391 -0.0000618758 0.0000003893 -0.0000004418 0.0000142254 0.0062301438 -0.0013914676 -0.0000030729 0.0030904242 -0.0000051347 0.0025224197
1403715324.21221 -1.356946 -3.588403 0.527909 0.147332 -0.769787 0.116444 0.610051 0.0002771090 0.0000000610 -0.0000649069 0.0000003747 0.0000000206 0.0000156864 0.0062469793 -0.0014005350 -0.0000030673 0.0030950080 -0.0000052083 0.0025224080
1403715324.26221 -1.360551 -3.596219 0.533389 0.145989 -0.773234 0.119718 0.605362 0.0002757401 -0.0000024619 -0.0000675547 0.0000003985 0.0000006394 0.0000170356 0.0062631816 -0.0014073220 -0.0000030485 0.0030978667 -0.0000052815 0.0025223822
1403715324.31222 -1.360514 -3.602423 0.538405 0.143830 -0.776497 0.124322 0.600758 0.0002743637 -0.0000057977 -0.0000699248 0.0000004995 0.0000015158 0.0000183090 0.0062782690 -0.0014117140 -0.0000030033 0.0030990252 -0.0000053504 0.0025223584
1403715324.36223 -1.358499 -3.608006 0.544069 0.140174 -0.780816 0.130579 0.594666 0.0002724049 -0.0000105722 -0.0000728663 0.0000007905 0.0000028691 0.0000199827 0.0062893117 -0.0014116068 -0.0000029918 0.0030973144 -0.0000054230 0.0025223657
1403715324.41223 -1.354152 -3.612103 0.548760 0.137835 -0.787381 0.135419 0.585402 0.0002689918 -0.0000146209 -0.0000778193 0.0000011760 0.0000042744 0.0000230082 0.0062982473 -0.0014092620 -0.0000029513 0.0030941211 -0.0000054885 0.0025223556
1403715324.46223 -1.348826 -3.615085 0.553861 0.136537 -0.794894 0.138189 0.574809 0.0002647375 -0.0000175271 -0.0000835924 0.0000015448 0.0000055818 0.0000268983 0.0063034389 -0.0014041530 -0.0000029210 0.0030894454 -0.0000055531 0.0025223675
1403715324.51224 -1.343194 -3.616553 0.558872 0.135772 -0.801185 0.139606 0.565843 0.0002608761 -0.0000194148 -0.0000884145 0.0000018309 0.0000066292 0.0000304738 0.0063069751 -0.0013991508 -0.0000028649 0.0030850510 -0.0000056057 0.0025223678
1403715324.56225 -1.338069 -3.617517 0.564846 0.135835 -0.806295 0.139445 0.558563 0.0002575804 -0.0000201417 -0.0000923695 0.0000019636 0.0000072739 0.0000336407 0.0063075591 -0.0013940560 -0.0000028266 0.0030810926 -0.0000056650 0.0025223850
1403715324.61226 -1.333105 -3.617463 0.571719 0.136091 -0.809299 0.138561 0.554360 0.0002555870 -0.0000201333 -0.0000947189 0.0000019765 0.0000075131 0.0000356237 0.0063075740 -0.0013898497 -0.0000027899 0.0030778970 -0.0000057232 0.0025224043
1403715324.66227 -1.327944 -3.616089 0.578671 0.137062 -0.810641 0.136737 0.552611 0.0002547047 -0.0000192132 -0.0000959107 0.0000018395 0.0000072867 0.0000366396 0.0063051693 -0.0013852895 -0.0000027540 0.0030747519 -0.0000057679 0.0025224176
1403715324.71227 -1.323567 -3.613485 0.585809 0.138026 -0.810868 0.134825 0.552508 0.0002546091 -0.0000181159 -0.0000962305 0.0000016800 0.0000068981 0.0000368960 0.0062996438 -0.0013796696 -0.0000027273 0.0030712518 -0.0000058096 0.0025224367
1403715324.76228 -1.319699 -3.610126 0.592699 0.139924 -0.810357 0.131796 0.553509 0.0002550106 -0.0000161061 -0.0000961345 0.0000014090 0.0000061213 0.0000367666 0.0062921061 -0.0013745135 -0.0000027072 0.0030683565 -0.0000058391 0.0025224558
1403715324.81228 -1.316676 -3.606068 0.599286 0.143757 -0.808993 0.126318 0.555794 0.0002559140 -0.0000122785 -0.0000956721 0.0000009813 0.0000046369 0.0000362920 0.0062840600 -0.0013695105 -0.0000026925 0.0030656480 -0.0000058552 0.0025224721
1403715324.86228 -1.313982 -3.601953 0.605501 0.148211 -0.806668 0.120249 0.559339 0.0002572630 -0.0000078184 -0.0000945788 0.0000006302 0.0000029175 0.0000352947 0.0062750624 -0.0013650962 -0.0000026836 0.0030635046 -0.0000058565 0.0025224856
1403715324.91228 -1.311395 -3.597831 0.611472 0.151984 -0.803336 0.115574 0.564088 0.0002591216 -0.0000040015 -0.0000925951 0.0000004542 0.0000014702 0.0000336095 0.0062668948 -0.0013610875 -0.0000026765 0.0030615216 -0.0000058444 0.0025224900
1403715324.96228 -1.308282 -3.593771 0.617006 0.153942 -0.799810 0.113787 0.568909 0.0002611298 -0.0000019661 -0.0000901577 0.0000004078 0.0000007174 0.0000316445 0.0062588966 -0.0013567631 -0.0000026805 0.0030592806 -0.0000058348 0.0025224951
1403715325.01228 -1.305200 -3.589482 0.622178 0.155182 -0.796475 0.113316 0.573329 0.0002629953 -0.0000007854 -0.0000877446 0.0000003953 0.0000003000 0.0000297868 0.0062509617 -0.0013515744 -0.0000026953 0.0030563606 -0.0000058247 0.0025225000
